;model;time;distance;cum_demand_mean;distance_mean;num_nodes_mean;cum_demand_std;distance_std;num_nodes_std;cum_demand_min;distance_min;num_nodes_min;cum_demand_max;distance_max;num_nodes_max;data_id;size
177;OR-Tools;0.494259;15.8185201;49.6;1.582;10.0;0.699;0.465;1.333;48.0;0.837;8.0;50.0;2.178;12.0;88;90
178;RL;0.12;16.830655097961426;46.0;1.683;9.0;8.246;0.521;2.749;23.0;0.793;3.0;50.0;2.278;12.0;89;90
179;OR-Tools;0.419005;17.952843899999998;46.0;1.795;10.0;5.85;0.652;2.582;33.0;0.96;6.0;50.0;2.692;14.0;89;90
180;RL;0.128965;15.01713478565216;48.333;1.669;10.0;3.571;0.551;2.345;39.0;0.852;7.0;50.0;2.551;14.0;90;90
181;OR-Tools;0.615844;16.6104998;48.333;1.846;11.0;2.872;0.822;3.162;42.0;0.768;6.0;50.0;3.395;16.0;90;90
182;RL;0.136962;13.727007389068604;47.2;1.373;9.0;4.541;0.454;1.764;37.0;0.679;6.0;50.0;2.331;12.0;91;90
183;OR-Tools;0.565471;15.0508023;47.2;1.505;10.0;6.779;0.615;2.108;28.0;0.454;6.0;50.0;2.475;14.0;91;90
184;RL;0.146964;14.401456236839294;48.222;1.6;10.0;3.898;0.35;1.871;38.0;1.229;6.0;50.0;2.176;12.0;92;90
185;OR-Tools;0.474041;14.6863699;48.222;1.632;11.0;2.587;0.427;1.658;42.0;0.943;8.0;50.0;2.208;13.0;92;90
186;RL;0.134995;14.52441617846489;45.556;1.614;10.0;9.302;0.633;3.428;21.0;0.472;3.0;50.0;2.508;15.0;93;90
187;OR-Tools;0.668088;15.2468872;45.556;1.694;11.0;9.422;0.665;3.536;21.0;0.582;5.0;50.0;2.655;16.0;93;90
188;RL;0.117963;16.145455598831177;43.7;1.615;9.0;11.653;0.773;3.232;13.0;0.378;2.0;50.0;2.875;13.0;94;90
189;OR-Tools;0.451084;15.9637183;48.556;1.774;11.0;2.297;0.661;2.062;43.0;0.994;7.0;50.0;2.976;14.0;94;90
190;RL;0.133966;15.546091444790363;44.1;1.555;9.0;13.916;0.781;3.59;5.0;0.087;2.0;50.0;2.526;14.0;95;90
191;OR-Tools;0.637036;15.380440899999998;49.0;1.709;11.0;1.803;0.802;2.345;45.0;0.447;7.0;50.0;2.646;16.0;95;90
192;RL;0.120964;13.32171505689621;43.9;1.332;9.0;10.225;0.515;2.708;18.0;0.49;4.0;50.0;2.187;13.0;96;90
193;OR-Tools;0.450002;13.4685652;48.778;1.497;11.0;2.386;0.615;2.398;43.0;0.716;8.0;50.0;2.47;15.0;96;90
194;RL;0.123998;12.36146605014801;46.111;1.373;10.0;5.555;0.357;1.225;35.0;0.949;8.0;50.0;1.937;12.0;97;90
195;OR-Tools;0.730752;12.5332814;46.111;1.393;11.0;3.887;0.322;1.936;37.0;0.942;8.0;50.0;1.774;14.0;97;90
196;RL;0.135998;12.856123313307762;42.636;1.169;8.182;13.404;0.387;2.926;6.0;0.128;1.0;50.0;1.564;11.0;98;90
197;OR-Tools;0.591521;13.0037566;46.9;1.3;10.0;3.725;0.219;1.247;39.0;0.996;9.0;50.0;1.55;13.0;98;90
198;RL;0.134995;15.202511981129646;45.4;1.52;9.0;11.177;0.662;3.162;14.0;0.245;2.0;50.0;2.476;14.0;99;90
199;OR-Tools;0.459051;16.496100199999997;45.4;1.65;10.0;12.817;0.739;3.464;9.0;0.029;2.0;50.0;2.585;16.0;99;90
0;RL;0.170963;14.73069828748703;45.077;1.133;8.462;10.396;0.452;2.727;13.0;0.278;2.0;50.0;1.904;13.0;0;110
1;OR-Tools;1.179616;15.531017599999998;48.833;1.294;10.167;1.403;0.507;1.528;46.0;0.582;8.0;50.0;2.305;13.0;0;110
2;RL;0.167024;15.09542167186737;47.091;1.372;10.0;4.11;0.312;1.612;37.0;0.863;7.0;50.0;1.938;12.0;1;110
3;OR-Tools;0.636625;15.4964159;47.091;1.409;11.0;5.957;0.49;2.098;30.0;0.491;8.0;50.0;2.164;14.0;1;110
4;RL;0.162482;17.003496170043945;48.818;1.546;10.0;1.888;0.548;1.673;44.0;0.627;8.0;50.0;2.464;14.0;2;110
5;OR-Tools;0.688037;20.106732499999996;48.818;1.828;11.0;2.714;0.752;1.483;41.0;0.753;8.0;50.0;3.279;13.0;2;110
6;RL;0.173981;14.70196407288313;43.667;1.225;9.167;11.089;0.447;3.129;9.0;0.074;1.0;50.0;2.015;14.0;3;110
7;OR-Tools;0.654002;14.4562762;47.636;1.314;11.0;4.13;0.327;2.236;36.0;0.945;7.0;50.0;1.879;15.0;3;110
8;RL;0.162996;16.23844838142395;47.167;1.353;9.167;3.538;0.378;1.403;38.0;0.837;7.0;50.0;2.03;12.0;4;110
9;OR-Tools;0.667076;16.0485726;47.167;1.337;10.167;5.271;0.459;1.467;31.0;0.831;8.0;50.0;2.143;13.0;4;110
10;RL;0.179968;16.760425209999084;48.091;1.524;10.0;2.914;0.32;1.549;42.0;0.954;7.0;50.0;2.141;12.0;5;110
11;OR-Tools;0.599655;18.157967;48.091;1.651;11.0;2.948;0.482;2.324;43.0;0.711;7.0;50.0;2.313;15.0;5;110
12;RL;0.147975;19.676429271697998;47.25;1.64;9.167;3.671;0.506;1.801;37.0;0.712;7.0;50.0;2.41;12.0;6;110
13;OR-Tools;0.848082;20.451901799999998;47.25;1.704;10.167;5.276;0.372;1.586;31.0;1.075;6.0;50.0;2.214;12.0;6;110
14;RL;0.17996;15.016625940799713;45.667;1.251;9.167;10.697;0.463;2.823;12.0;0.172;2.0;50.0;1.872;13.0;7;110
15;OR-Tools;1.39556;15.5850894;49.818;1.417;11.0;0.405;0.267;1.183;49.0;1.076;9.0;50.0;1.947;13.0;7;110
16;RL;0.172996;21.588095724582672;46.917;1.799;9.167;5.551;0.546;2.082;30.0;0.942;6.0;50.0;2.632;13.0;8;110
17;OR-Tools;1.083183;21.857453999999997;46.917;1.821;10.167;8.554;0.688;2.588;20.0;0.347;4.0;50.0;2.751;14.0;8;110
18;RL;0.157003;15.80387020111084;47.455;1.437;10.0;4.927;0.398;1.844;33.0;0.701;5.0;50.0;2.092;12.0;9;110
19;OR-Tools;0.812449;15.719161300000001;47.455;1.429;11.0;5.466;0.451;2.236;32.0;0.615;7.0;50.0;1.853;13.0;9;110
20;RL;0.149005;16.107308238744736;45.167;1.342;9.167;9.523;0.541;2.791;16.0;0.159;2.0;50.0;2.187;14.0;10;110
21;OR-Tools;0.712139;17.525667399999996;49.273;1.593;11.0;1.272;0.518;1.095;47.0;0.899;10.0;50.0;2.381;13.0;10;110
22;RL;0.178961;19.87467783689499;47.273;1.807;10.0;4.519;0.529;2.145;35.0;0.714;7.0;50.0;2.515;13.0;11;110
23;OR-Tools;0.810607;20.3134439;47.273;1.847;11.0;5.533;0.618;2.569;31.0;0.583;7.0;50.0;2.792;14.0;11;110
24;RL;0.178227;19.27309936285019;45.417;1.606;9.167;12.464;0.632;2.725;6.0;0.469;2.0;50.0;2.68;12.0;12;110
25;OR-Tools;0.860626;19.9377458;49.545;1.813;11.0;0.688;0.539;1.342;48.0;0.874;9.0;50.0;2.54;14.0;12;110
26;RL;0.162005;22.926325023174286;46.917;1.911;9.167;7.609;0.539;2.691;23.0;0.606;4.0;50.0;2.655;14.0;13;110
27;OR-Tools;0.677054;22.833617500000003;46.917;1.903;10.167;9.756;0.656;3.243;16.0;0.439;3.0;50.0;3.105;17.0;13;110
28;RL;0.167965;19.359470784664154;45.25;1.613;9.167;10.897;0.587;2.552;12.0;0.393;3.0;50.0;2.443;12.0;14;110
29;OR-Tools;0.553976;19.663294399999998;49.364;1.788;11.0;1.804;0.535;1.789;44.0;0.828;8.0;50.0;2.717;13.0;14;110
30;RL;0.150983;18.61994993686676;46.727;1.693;10.0;6.214;0.504;2.049;29.0;0.831;7.0;50.0;2.332;13.0;15;110
31;OR-Tools;0.596547;19.2502846;46.727;1.75;11.0;5.746;0.542;1.949;33.0;0.731;7.0;50.0;2.357;14.0;15;110
32;RL;0.152998;15.76465119421482;44.333;1.314;9.167;11.934;0.479;3.186;7.0;0.205;1.0;50.0;2.121;12.0;16;110
33;OR-Tools;0.530146;17.5848303;48.364;1.599;11.0;4.802;0.531;1.844;34.0;0.59;7.0;50.0;2.307;14.0;16;110
34;RL;0.149999;17.30690038204193;46.25;1.442;9.167;6.982;0.463;2.406;25.0;0.578;4.0;50.0;2.231;13.0;17;110
35;OR-Tools;0.658038;17.5886947;46.25;1.466;10.167;7.899;0.519;2.29;22.0;0.277;5.0;50.0;2.105;13.0;17;110
36;RL;0.14104;18.720939427614212;45.667;1.56;9.167;8.161;0.709;2.406;21.0;0.287;4.0;50.0;2.427;13.0;18;110
37;OR-Tools;0.752008;18.7809789;49.818;1.707;11.0;0.405;0.684;1.0;49.0;0.451;9.0;50.0;2.748;12.0;18;110
38;RL;0.150943;21.16210588812828;44.917;1.764;9.167;10.326;0.712;3.589;15.0;0.417;2.0;50.0;2.634;17.0;19;110
39;OR-Tools;0.579998;21.622730100000002;49.0;1.966;11.0;2.049;0.638;2.408;43.0;0.948;8.0;50.0;2.755;17.0;19;110
40;RL;0.160964;20.296375453472137;46.917;1.691;9.167;3.45;0.539;1.642;40.0;0.846;7.0;50.0;2.629;12.0;20;110
41;OR-Tools;1.240051;20.3353281;46.917;1.695;10.167;5.551;0.726;1.801;35.0;0.524;7.0;50.0;2.807;14.0;20;110
42;RL;0.157032;16.035304486751556;46.583;1.336;9.167;5.071;0.345;1.85;33.0;0.65;5.0;50.0;1.897;12.0;21;110
43;OR-Tools;0.861194;16.7640006;46.583;1.397;10.167;5.915;0.467;1.992;30.0;0.746;6.0;50.0;2.099;13.0;21;110
44;RL;0.148;15.845468699932098;45.727;1.44;10.0;6.482;0.532;2.646;28.0;0.544;6.0;50.0;2.185;14.0;22;110
45;OR-Tools;0.968083;16.7864953;45.727;1.526;11.0;6.101;0.562;2.449;33.0;0.563;6.0;50.0;2.177;14.0;22;110
46;RL;0.161963;15.672901630401611;47.909;1.425;10.0;2.166;0.392;1.673;43.0;0.755;7.0;50.0;2.022;13.0;23;110
47;OR-Tools;0.795042;15.857194699999999;47.909;1.442;11.0;3.506;0.397;1.342;39.0;0.844;8.0;50.0;2.081;13.0;23;110
48;RL;0.163001;17.577998101711273;44.615;1.352;8.462;7.478;0.517;2.332;30.0;0.433;5.0;50.0;2.064;12.0;24;110
49;OR-Tools;0.713131;18.193735800000002;48.333;1.516;10.167;1.826;0.548;1.403;45.0;0.645;8.0;50.0;2.659;13.0;24;110
50;RL;0.157001;18.402012676000595;45.333;1.534;9.167;11.5;0.587;2.918;9.0;0.477;2.0;50.0;2.498;13.0;25;110
51;OR-Tools;0.858053;18.860936199999998;49.455;1.715;11.0;0.934;0.615;1.949;47.0;0.944;9.0;50.0;2.503;16.0;25;110
52;RL;0.162032;23.035506010055542;46.615;1.772;8.462;6.923;0.675;2.222;25.0;0.634;3.0;50.0;2.681;11.0;26;110
53;OR-Tools;0.782556;24.187447300000006;46.615;1.861;9.462;9.879;0.794;2.57;14.0;0.27;3.0;50.0;2.792;13.0;26;110
54;RL;0.145958;17.076148688793182;44.25;1.423;9.167;13.356;0.513;2.443;3.0;0.692;2.0;50.0;2.217;12.0;27;110
55;OR-Tools;0.720999;16.4943702;48.273;1.499;11.0;3.552;0.482;1.789;39.0;0.852;7.0;50.0;2.306;13.0;27;110
56;RL;0.162961;16.590743899345398;45.583;1.383;9.167;7.645;0.557;2.657;27.0;0.356;4.0;50.0;2.101;13.0;28;110
57;OR-Tools;0.656034;17.370656800000003;49.727;1.579;11.0;0.467;0.514;1.673;49.0;0.643;9.0;50.0;2.44;14.0;28;110
58;RL;0.167998;20.0194993019104;44.417;1.668;9.167;11.72;0.571;2.918;14.0;0.658;3.0;50.0;2.393;12.0;29;110
59;OR-Tools;0.92418;19.713689300000002;48.455;1.792;11.0;2.659;0.52;1.789;41.0;0.738;7.0;50.0;2.452;13.0;29;110
60;RL;0.139963;18.89444535970688;46.636;1.718;10.0;9.201;0.616;2.145;19.0;0.745;5.0;50.0;2.447;12.0;30;110
61;OR-Tools;1.103378;19.4001315;46.636;1.764;11.0;6.376;0.656;2.608;30.0;0.823;7.0;50.0;2.654;15.0;30;110
62;RL;0.163967;18.815230429172516;45.182;1.71;10.0;10.41;0.661;2.828;16.0;0.519;3.0;50.0;2.498;13.0;31;110
63;OR-Tools;0.859602;19.5232363;49.7;1.952;12.0;0.483;0.629;1.886;49.0;0.839;9.0;50.0;2.558;15.0;31;110
64;RL;0.155001;17.529837656766176;44.25;1.461;9.167;12.009;0.667;3.326;7.0;0.039;1.0;50.0;2.441;13.0;32;110
65;OR-Tools;0.503212;19.7145576;48.273;1.792;11.0;3.717;0.801;2.72;38.0;0.659;7.0;50.0;3.031;17.0;32;110
66;RL;0.177526;18.14786660671234;46.692;1.396;8.462;6.993;0.499;2.402;24.0;0.411;3.0;50.0;2.442;13.0;33;110
67;OR-Tools;1.02511;18.232081700000002;46.692;1.402;9.462;7.642;0.509;2.332;22.0;0.447;4.0;50.0;2.47;13.0;33;110
68;RL;0.19699;14.919721901416779;45.25;1.243;9.167;8.551;0.326;1.85;19.0;0.686;5.0;50.0;1.674;12.0;34;110
69;OR-Tools;0.737198;15.520027899999999;49.364;1.411;11.0;0.809;0.411;1.265;48.0;0.683;9.0;50.0;2.075;13.0;34;110
70;RL;0.174003;19.145117223262787;48.273;1.74;10.0;2.102;0.523;2.0;44.0;0.844;7.0;50.0;2.376;13.0;35;110
71;OR-Tools;0.722036;19.729609299999996;48.273;1.794;11.0;4.777;0.763;2.408;34.0;0.352;6.0;50.0;3.195;14.0;35;110
72;RL;0.173963;19.83701193332672;48.545;1.803;10.0;1.695;0.539;2.569;46.0;0.827;7.0;50.0;2.448;13.0;36;110
73;OR-Tools;0.738738;20.380036499999996;48.545;1.853;11.0;2.911;0.588;2.145;40.0;0.79;8.0;50.0;2.762;15.0;36;110
74;RL;0.170506;17.56980711221695;47.455;1.597;10.0;5.203;0.382;1.844;33.0;0.845;7.0;50.0;2.17;12.0;37;110
75;OR-Tools;0.970236;17.2959362;47.455;1.572;11.0;3.643;0.413;1.342;40.0;0.847;9.0;50.0;2.146;13.0;37;110
76;RL;0.15796;15.971153259277344;44.5;1.331;9.167;9.444;0.5;2.443;16.0;0.536;4.0;50.0;1.989;13.0;38;110
77;OR-Tools;0.636036;16.471996899999997;48.545;1.497;11.0;1.968;0.718;3.0;44.0;0.652;8.0;50.0;2.465;17.0;38;110
78;RL;0.156964;20.140296578407288;42.25;1.678;9.167;15.702;0.786;4.282;4.0;0.225;1.0;50.0;2.865;15.0;39;110
79;OR-Tools;1.170884;19.939747599999997;46.091;1.813;11.0;10.747;0.776;3.225;14.0;0.225;3.0;50.0;2.812;15.0;39;110
80;RL;0.169963;17.66552197933197;45.077;1.359;8.462;8.529;0.515;2.436;21.0;0.444;3.0;50.0;2.073;13.0;40;110
81;OR-Tools;0.525084;19.3777888;48.833;1.615;10.167;1.899;0.587;1.899;44.0;0.755;8.0;50.0;2.56;14.0;40;110
82;RL;0.185494;23.054132610559464;45.538;1.773;8.462;11.148;0.656;2.602;11.0;0.292;2.0;50.0;2.535;12.0;41;110
83;OR-Tools;0.558514;24.031548100000002;49.333;2.003;10.167;1.723;0.509;1.528;44.0;0.982;8.0;50.0;2.796;13.0;41;110
84;RL;0.152958;18.418665051460266;48.636;1.674;10.0;1.859;0.397;1.483;44.0;1.033;8.0;50.0;2.22;12.0;42;110
85;OR-Tools;0.849221;19.1438394;48.636;1.74;11.0;2.378;0.498;1.844;42.0;0.978;8.0;50.0;2.407;15.0;42;110
86;RL;0.21;15.825181722640991;47.091;1.439;10.0;2.3;0.373;1.612;42.0;0.978;7.0;50.0;2.06;13.0;43;110
87;OR-Tools;0.732074;16.043887899999998;47.091;1.459;11.0;5.166;0.564;2.449;32.0;0.46;7.0;50.0;2.789;15.0;43;110
88;RL;0.137007;22.496566623449326;44.077;1.731;8.462;8.241;0.753;2.847;21.0;0.263;3.0;50.0;2.861;14.0;44;110
89;OR-Tools;0.639443;22.3064158;47.75;1.859;10.167;4.883;0.851;2.082;33.0;0.449;7.0;50.0;3.199;14.0;44;110
90;RL;0.162962;17.709148645401;47.545;1.61;10.0;7.488;0.57;1.897;25.0;0.66;6.0;50.0;2.631;12.0;45;110
91;OR-Tools;1.026455;18.074965000000002;47.545;1.643;11.0;4.435;0.625;2.608;35.0;0.602;8.0;50.0;2.61;16.0;45;110
92;RL;0.148964;17.599658608436584;45.917;1.467;9.167;8.979;0.576;2.657;18.0;0.471;3.0;50.0;2.23;12.0;46;110
93;OR-Tools;0.613041;18.323848199999997;45.917;1.527;10.167;6.735;0.709;2.25;27.0;0.474;6.0;50.0;2.755;13.0;46;110
94;RL;0.159959;15.156445384025574;47.636;1.378;10.0;4.249;0.459;2.191;36.0;0.732;6.0;50.0;2.019;14.0;47;110
95;OR-Tools;1.039626;16.038821600000002;47.636;1.458;11.0;5.259;0.452;2.0;32.0;0.755;9.0;50.0;2.104;15.0;47;110
96;RL;0.146963;19.92675805091858;47.0;1.661;9.167;7.628;0.45;1.992;23.0;0.917;4.0;50.0;2.314;11.0;48;110
97;OR-Tools;0.908996;21.6573541;47.0;1.805;10.167;7.989;0.621;1.749;23.0;0.752;6.0;50.0;3.072;13.0;48;110
98;RL;0.136961;22.349328722804785;44.357;1.596;7.857;12.543;0.715;2.598;9.0;0.044;1.0;50.0;2.386;11.0;49;110
99;OR-Tools;0.825039;22.918926199999998;47.769;1.763;9.462;4.746;0.681;1.713;33.0;0.414;5.0;50.0;2.87;12.0;49;110
100;RL;0.153947;21.99645245820284;45.077;1.692;8.462;11.041;0.746;2.727;9.0;0.09;1.0;50.0;2.671;11.0;50;110
101;OR-Tools;0.68213;23.102126700000003;48.833;1.925;10.167;2.167;0.711;1.946;43.0;0.695;7.0;50.0;3.175;14.0;50;110
102;RL;0.157955;15.68012809753418;47.182;1.425;10.0;3.093;0.33;2.28;42.0;1.003;7.0;50.0;2.042;14.0;51;110
103;OR-Tools;1.052038;16.046878500000002;47.182;1.459;11.0;8.048;0.363;2.049;23.0;0.607;6.0;50.0;1.881;15.0;51;110
104;RL;0.172966;17.492070734500885;47.333;1.458;9.167;1.969;0.42;2.082;44.0;0.667;6.0;50.0;2.137;12.0;52;110
105;OR-Tools;0.73546;18.2759714;47.333;1.523;10.167;5.105;0.501;1.946;32.0;0.802;6.0;50.0;2.144;13.0;52;110
106;RL;0.144964;20.588388204574585;48.333;1.716;9.167;2.015;0.401;1.642;44.0;1.139;7.0;50.0;2.279;11.0;53;110
107;OR-Tools;0.975562;20.975017599999997;48.333;1.748;10.167;3.473;0.57;1.801;38.0;0.683;7.0;50.0;2.382;14.0;53;110
108;RL;0.156967;19.275870263576508;46.417;1.606;9.167;8.14;0.592;2.167;25.0;0.38;5.0;50.0;2.717;13.0;54;110
109;OR-Tools;0.938003;20.9117185;46.417;1.743;10.167;8.512;0.726;2.25;21.0;0.375;5.0;50.0;3.001;13.0;54;110
110;RL;0.145994;17.778533935546875;48.417;1.482;9.167;3.704;0.489;2.167;37.0;0.689;5.0;50.0;2.314;12.0;55;110
111;OR-Tools;0.598137;18.545397;48.417;1.545;10.167;3.118;0.63;1.85;39.0;0.649;7.0;50.0;2.886;13.0;55;110
112;RL;0.141962;16.13556632399559;43.667;1.345;9.167;13.041;0.464;3.01;7.0;0.273;1.0;50.0;2.021;12.0;56;110
113;OR-Tools;0.772831;16.164972000000002;47.636;1.47;11.0;4.154;0.579;2.145;36.0;0.57;8.0;50.0;2.67;15.0;56;110
114;RL;0.177962;17.645360589027405;46.25;1.47;9.167;5.77;0.508;2.368;31.0;0.597;6.0;50.0;2.179;14.0;57;110
115;OR-Tools;0.714004;17.863255;46.25;1.489;10.167;6.524;0.608;2.368;32.0;0.462;6.0;50.0;2.569;13.0;57;110
116;RL;0.155483;22.04363840818405;46.333;1.837;9.167;9.287;0.601;2.29;17.0;0.683;3.0;50.0;2.5;12.0;58;110
117;OR-Tools;0.914294;21.8304267;46.333;1.819;10.167;10.272;0.629;2.823;14.0;0.549;3.0;50.0;2.528;13.0;58;110
118;RL;0.164961;19.681479543447495;46.75;1.64;9.167;5.833;0.654;2.167;31.0;0.425;5.0;50.0;2.439;13.0;59;110
119;OR-Tools;0.912039;19.431476599999996;46.75;1.619;10.167;8.357;0.628;2.038;21.0;0.65;5.0;50.0;2.488;12.0;59;110
120;RL;0.193004;18.90940970182419;47.25;1.576;9.167;3.441;0.465;1.992;39.0;0.826;6.0;50.0;2.294;13.0;60;110
121;OR-Tools;0.956998;19.5508317;47.25;1.629;10.167;7.665;0.586;2.517;23.0;0.366;4.0;50.0;2.517;14.0;60;110
122;RL;0.244002;17.757929146289825;47.455;1.614;10.0;3.83;0.658;2.408;37.0;0.593;5.0;50.0;2.523;14.0;61;110
123;OR-Tools;0.810006;18.2516959;47.455;1.659;11.0;5.681;0.712;2.28;35.0;0.52;6.0;50.0;2.547;13.0;61;110
124;RL;0.187034;17.335578002035618;44.75;1.445;9.167;11.764;0.611;2.949;8.0;0.083;1.0;50.0;2.292;13.0;62;110
125;OR-Tools;0.604033;19.2689689;48.818;1.752;11.0;2.183;0.672;1.549;43.0;0.988;9.0;50.0;3.061;14.0;62;110
126;RL;0.196964;16.920252799987793;45.727;1.538;10.0;4.88;0.471;2.049;33.0;0.833;7.0;50.0;2.262;14.0;63;110
127;OR-Tools;1.321611;17.122423299999998;45.727;1.557;11.0;12.539;0.71;3.606;8.0;0.067;2.0;50.0;2.582;15.0;63;110
128;RL;0.162999;19.863268554210663;45.727;1.806;10.0;12.224;0.638;3.162;9.0;0.154;2.0;50.0;2.704;14.0;64;110
129;OR-Tools;0.83404;20.838155999999998;45.727;1.894;11.0;6.739;0.69;1.789;31.0;0.677;8.0;50.0;2.893;13.0;64;110
130;RL;0.164966;18.398257315158844;45.538;1.415;8.462;10.252;0.485;2.295;14.0;0.616;3.0;50.0;2.046;13.0;65;110
131;OR-Tools;0.792194;18.4318104;49.333;1.536;10.167;1.303;0.47;1.267;46.0;0.64;8.0;50.0;2.298;12.0;65;110
132;RL;0.147963;16.90090149641037;45.273;1.536;10.0;10.306;0.531;2.49;15.0;0.509;4.0;50.0;2.279;13.0;66;110
133;OR-Tools;0.595038;17.0867309;49.8;1.709;12.0;0.422;0.41;1.563;49.0;1.103;9.0;50.0;2.216;14.0;66;110
134;RL;0.156969;15.922573309391737;45.25;1.327;9.167;11.787;0.513;2.855;8.0;0.049;1.0;50.0;2.048;12.0;67;110
135;OR-Tools;1.080503;16.2293008;49.364;1.475;11.0;1.027;0.523;1.612;47.0;0.481;8.0;50.0;2.511;13.0;67;110
136;RL;0.140995;18.117971003055573;44.333;1.51;9.167;10.192;0.514;3.04;18.0;0.558;3.0;50.0;2.194;14.0;68;110
137;OR-Tools;0.887607;18.700259400000004;48.364;1.7;11.0;3.641;0.648;1.342;38.0;0.787;9.0;50.0;2.742;13.0;68;110
138;RL;0.155003;16.51223623752594;46.583;1.376;9.167;4.295;0.411;1.749;37.0;0.769;6.0;50.0;2.234;12.0;69;110
139;OR-Tools;0.683578;17.080422;46.583;1.423;10.167;5.089;0.418;2.167;35.0;0.584;8.0;50.0;2.034;15.0;69;110
140;RL;0.179586;18.333166182041168;45.769;1.41;8.462;12.015;0.584;2.665;6.0;0.102;1.0;50.0;2.166;12.0;70;110
141;OR-Tools;0.721628;19.149408799999996;49.583;1.596;10.167;1.165;0.489;1.115;46.0;0.738;9.0;50.0;2.36;12.0;70;110
142;RL;0.167002;18.196136981248856;45.833;1.516;9.167;11.93;0.702;3.099;8.0;0.126;1.0;50.0;2.378;12.0;71;110
143;OR-Tools;0.607038;21.191967699999996;50.0;1.927;11.0;0.0;0.767;1.612;50.0;0.878;8.0;50.0;3.035;14.0;71;110
144;RL;0.156966;20.487209498882294;45.308;1.576;8.462;9.733;0.594;2.367;17.0;0.511;3.0;50.0;2.308;12.0;72;110
145;OR-Tools;0.697043;21.110271000000004;49.083;1.759;10.167;1.311;0.657;1.467;47.0;0.865;8.0;50.0;2.771;12.0;72;110
146;RL;0.177998;24.013848781585693;48.083;2.001;9.167;3.895;0.443;1.946;36.0;1.199;5.0;50.0;2.632;12.0;73;110
147;OR-Tools;0.685494;24.504384100000003;48.083;2.042;10.167;3.26;0.582;1.749;39.0;0.869;8.0;50.0;2.988;13.0;73;110
148;RL;0.148963;16.75430852174759;45.083;1.396;9.167;10.344;0.51;3.07;15.0;0.665;2.0;50.0;2.284;14.0;74;110
149;OR-Tools;0.769265;17.331863600000002;49.182;1.576;11.0;1.601;0.491;1.342;46.0;0.837;9.0;50.0;2.35;13.0;74;110
150;RL;0.163969;18.26738691329956;47.818;1.661;10.0;3.868;0.537;1.789;37.0;0.836;7.0;50.0;2.423;13.0;75;110
151;OR-Tools;0.982588;19.0592018;47.818;1.733;11.0;5.344;0.596;1.549;33.0;0.692;8.0;50.0;2.537;13.0;75;110
152;RL;0.142036;16.956255316734314;46.091;1.541;10.0;9.115;0.579;2.933;19.0;0.335;3.0;50.0;2.293;14.0;76;110
153;OR-Tools;0.569036;18.133649899999998;46.091;1.649;11.0;8.432;0.676;2.449;23.0;0.719;6.0;50.0;2.702;15.0;76;110
154;RL;0.152964;17.444824539124966;45.5;1.454;9.167;12.81;0.551;3.099;5.0;0.107;1.0;50.0;2.209;13.0;77;110
155;OR-Tools;0.553001;19.2559919;49.636;1.751;11.0;0.924;0.573;2.049;47.0;0.886;9.0;50.0;2.471;14.0;77;110
156;RL;0.149995;20.7723431289196;45.667;1.731;9.167;9.745;0.705;2.949;15.0;0.239;2.0;50.0;2.745;13.0;78;110
157;OR-Tools;0.59309;21.690139099999996;49.818;1.972;11.0;0.405;0.627;1.612;49.0;1.031;9.0;50.0;3.097;14.0;78;110
158;RL;0.164962;16.15355633199215;45.167;1.346;9.167;10.828;0.577;3.01;12.0;0.228;2.0;50.0;2.25;13.0;79;110
159;OR-Tools;0.862946;17.0444511;49.273;1.549;11.0;0.905;0.472;1.844;47.0;0.841;8.0;50.0;2.339;14.0;79;110
160;RL;0.179963;15.258292704820633;45.167;1.272;9.167;11.668;0.479;3.38;9.0;0.286;1.0;50.0;1.855;14.0;80;110
161;OR-Tools;1.031998;15.6915537;49.273;1.427;11.0;0.905;0.501;1.789;47.0;0.707;9.0;50.0;2.403;15.0;80;110
162;RL;0.146997;17.419176042079926;45.462;1.34;8.462;8.618;0.439;2.259;21.0;0.531;3.0;50.0;1.908;12.0;81;110
163;OR-Tools;0.864035;17.345725800000004;49.25;1.445;10.167;1.357;0.494;1.749;46.0;0.682;8.0;50.0;2.203;14.0;81;110
164;RL;0.172962;21.690960824489594;46.154;1.669;8.462;8.581;0.521;1.713;18.0;0.619;4.0;50.0;2.392;10.0;82;110
165;OR-Tools;0.88809;21.935969900000003;46.154;1.687;9.462;11.495;0.578;2.634;8.0;0.316;2.0;50.0;2.414;12.0;82;110
166;RL;0.171964;18.760295689105988;46.0;1.563;9.167;12.023;0.454;2.98;8.0;0.791;1.0;50.0;2.264;13.0;83;110
167;OR-Tools;0.834827;19.178157;46.0;1.598;10.167;6.809;0.582;2.368;26.0;0.676;5.0;50.0;2.426;13.0;83;110
168;RL;0.156976;17.05295979976654;44.167;1.421;9.167;10.994;0.525;2.209;13.0;0.536;5.0;50.0;2.171;13.0;84;110
169;OR-Tools;0.557214;17.3003568;48.182;1.573;11.0;3.401;0.626;2.049;39.0;0.731;7.0;50.0;2.728;14.0;84;110
170;RL;0.153162;22.012037098407745;46.667;1.834;9.167;9.384;0.681;2.623;17.0;0.483;2.0;50.0;2.913;12.0;85;110
