;model;time;distance;cum_demand_mean;distance_mean;num_nodes_mean;cum_demand_std;distance_std;num_nodes_std;cum_demand_min;distance_min;num_nodes_min;cum_demand_max;distance_max;num_nodes_max;data_id;size
159;OR-Tools;1.138082;20.106171700000004;49.538;1.547;11.0;1.391;0.499;2.677;45.0;0.469;8.0;50.0;2.28;17.0;79;130
160;RL;0.203961;17.921210944652557;46.286;1.28;9.286;7.415;0.464;2.234;22.0;0.624;3.0;50.0;2.197;12.0;80;130
161;OR-Tools;0.710695;20.8971718;49.846;1.607;11.0;0.555;0.698;1.732;48.0;0.727;8.0;50.0;3.181;14.0;80;130
162;RL;0.199965;18.96126616001129;47.357;1.354;9.286;4.618;0.471;2.268;35.0;0.57;5.0;50.0;2.107;13.0;81;130
163;OR-Tools;0.717713;20.0745919;47.357;1.434;10.286;5.583;0.523;2.525;32.0;0.444;6.0;50.0;2.368;15.0;81;130
164;RL;0.195477;21.94249051809311;46.429;1.567;9.286;11.94;0.598;2.867;5.0;0.041;1.0;50.0;2.375;13.0;82;130
165;OR-Tools;0.869145;22.436290800000002;46.429;1.603;10.286;7.293;0.54;1.816;27.0;0.557;6.0;50.0;2.314;13.0;82;130
166;RL;0.197003;18.05426523089409;45.5;1.29;9.286;7.734;0.413;2.367;21.0;0.321;3.0;50.0;1.782;13.0;83;130
167;OR-Tools;1.109072;18.4960726;49.0;1.423;11.0;1.155;0.465;1.528;47.0;0.515;8.0;50.0;2.112;14.0;83;130
168;RL;0.189515;26.46930557489395;47.267;1.765;8.667;6.464;0.576;2.16;25.0;0.58;5.0;50.0;2.728;13.0;84;130
169;OR-Tools;0.98502;26.918711599999998;47.267;1.795;9.667;6.33;0.683;1.718;29.0;0.401;5.0;50.0;2.908;12.0;84;130
170;RL;0.201018;19.938380122184753;47.385;1.534;10.0;6.199;0.458;1.732;27.0;0.841;6.0;50.0;2.319;12.0;85;130
171;OR-Tools;0.797835;20.289609600000002;47.385;1.561;11.0;5.237;0.519;1.915;31.0;0.674;8.0;50.0;2.343;15.0;85;130
172;RL;0.217034;23.414788365364075;47.429;1.672;9.286;4.071;0.664;1.978;35.0;0.504;5.0;50.0;2.779;13.0;86;130
173;OR-Tools;1.031927;22.953198600000004;47.429;1.64;10.286;4.519;0.687;1.816;36.0;0.455;8.0;50.0;2.679;15.0;86;130
174;RL;0.167963;20.416348092257977;46.0;1.458;9.286;11.052;0.623;2.946;8.0;0.106;1.0;50.0;2.345;13.0;87;130
175;OR-Tools;0.924675;22.196823199999997;49.538;1.707;11.0;1.198;0.548;1.472;46.0;0.65;9.0;50.0;2.651;13.0;87;130
176;RL;0.190962;23.541117250919342;47.429;1.682;9.286;7.663;0.596;2.128;21.0;0.434;4.0;50.0;2.589;12.0;88;130
177;OR-Tools;1.360712;23.5398525;47.429;1.681;10.286;7.939;0.701;2.128;20.0;0.301;5.0;50.0;2.683;13.0;88;130
178;RL;0.20202;19.077820241451263;49.0;1.468;10.0;1.0;0.405;1.225;47.0;0.719;8.0;50.0;2.147;12.0;89;130
179;OR-Tools;1.118139;19.621833400000003;49.0;1.509;11.0;1.08;0.48;1.78;47.0;0.592;8.0;50.0;2.451;14.0;89;130
180;RL;0.197983;25.9727401137352;45.867;1.732;8.667;10.623;0.668;2.795;8.0;0.289;1.0;50.0;2.621;13.0;90;130
181;OR-Tools;0.99706;26.551670999999995;49.143;1.897;10.286;1.994;0.635;1.899;44.0;0.495;8.0;50.0;2.629;13.0;90;130
182;RL;0.175962;22.334010362625122;44.333;1.489;8.667;11.037;0.663;2.44;16.0;0.32;2.0;50.0;2.547;12.0;91;130
183;OR-Tools;1.067605;22.7755099;47.5;1.627;10.286;4.468;0.63;1.383;36.0;0.606;7.0;50.0;2.728;13.0;91;130
184;RL;0.231994;25.898541510105133;46.214;1.85;9.286;11.597;0.751;2.946;6.0;0.076;1.0;50.0;2.87;13.0;92;130
185;OR-Tools;0.886217;25.9675777;49.769;1.998;11.0;0.599;0.644;1.354;48.0;0.767;9.0;50.0;3.092;13.0;92;130
186;RL;0.209996;20.775776088237762;47.857;1.484;9.286;3.231;0.539;1.729;38.0;0.734;7.0;50.0;2.355;13.0;93;130
187;OR-Tools;0.866654;20.623751200000008;47.857;1.473;10.286;2.627;0.595;2.164;42.0;0.629;7.0;50.0;2.337;14.0;93;130
188;RL;0.214944;20.711052358150482;46.714;1.479;9.286;7.021;0.541;2.758;23.0;0.311;3.0;50.0;2.324;13.0;94;130
189;OR-Tools;1.017364;21.6708303;46.714;1.548;10.286;9.202;0.647;2.946;15.0;0.274;3.0;50.0;2.745;14.0;94;130
190;RL;0.189969;23.168446600437164;45.5;1.655;9.286;12.635;0.569;2.73;2.0;0.522;1.0;50.0;2.584;12.0;95;130
191;OR-Tools;1.031176;23.1540944;49.0;1.781;11.0;2.041;0.623;1.354;43.0;0.794;9.0;50.0;3.034;13.0;95;130
192;RL;0.203964;19.526329219341278;48.462;1.502;10.0;2.295;0.437;2.517;43.0;0.836;6.0;50.0;2.23;13.0;96;130
193;OR-Tools;0.924555;19.092763799999997;48.462;1.469;11.0;2.696;0.528;1.915;41.0;0.561;8.0;50.0;2.344;14.0;96;130
194;RL;0.173005;21.87646496295929;46.571;1.563;9.286;7.643;0.565;2.268;22.0;0.545;5.0;50.0;2.297;14.0;97;130
195;OR-Tools;1.404555;21.785675;46.571;1.556;10.286;10.839;0.577;2.614;9.0;0.343;2.0;50.0;2.44;13.0;97;130
196;RL;0.171966;22.470488667488098;48.615;1.728;10.0;2.755;0.571;2.449;40.0;0.751;7.0;50.0;2.736;17.0;98;130
197;OR-Tools;1.434693;23.479024900000002;48.615;1.806;11.0;3.042;0.666;1.826;39.0;0.478;7.0;50.0;2.6;14.0;98;130
198;RL;0.201481;20.7193363904953;46.643;1.48;9.286;11.14;0.559;2.785;8.0;0.502;1.0;50.0;2.086;13.0;99;130
199;OR-Tools;1.290989;21.0523399;46.643;1.504;10.286;10.602;0.639;2.813;10.0;0.37;3.0;50.0;2.502;15.0;99;130
